OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
699,Martin,89,Big John Monahan Bridge,"The bridge on S.R. 710 over the St. Lucie canal is designated as the ""Big John Monahan Bridge.""",SR-710,HB 1050,1965/05/20 05:00:00+00,1965,4,,,,,,,509,,0,6ed61842-f47a-4d0d-b6d2-60d37b787a72,354.645419865272,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Brett_Sawyer,no,1955-06-05,Found,55,TRUE,seq=4.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Brett Sawyer was a professional wrestler born on 1955-06-05, known for his career in the 1980s and 1990s under the ring name 'Brett Colt Sawyer.' He competed in various wrestling promotions, including the American Wrestling Association (AWA) and World Class Championship Wrestling (WCCW), earning recognition for his in-ring skills. Sawyer was also a trainer, contributing to the development of future wrestling talent before his career waned. He passed away on 2023-01-29 after a battle with health issues, leaving behind a legacy in the wrestling community.",,2023-01-29,"Dallas, Texas, United States",not found,male,yes,no,no,no,Big John Monahan
700,Martin,89,Ernest F. Lyons Bridge,"The bridge on S.R. A1A on the Indian River Causeway in Martin County is designated as the ""Ernest F. Lyons Bridge.""",,SB 1000,1965/06/02 05:00:00+00,1965,4,,,,,,,510,,0,ace0176f-589b-4010-baba-6e0d74393b19,1599.50009365882,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ernest_Hemingway,no,1899-07-21,Found,67.3,TRUE,seq=10.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Ernest Hemingway was an American novelist, short-story writer, and journalist born on July 21, 1899, in Oak Park, Illinois. Known for his economical and understated prose, he became one of the most influential writers of the 20th century, producing classics like The Old Man and the Sea, A Farewell to Arms, and For Whom the Bell Tolls. Hemingway actively participated in both World Wars, served as a war correspondent during the Spanish Civil War, and survived two near-fatal plane crashes in 1954. He was awarded the Nobel Prize in Literature in 1954 and died by suicide on July 2, 1961, in Ketchum, Idaho, leaving behind a legacy that reshaped modern literature.","['Oak Park and River Forest High School, Illinois', 'No formal college degree']",1961-07-02,"Oak Park, Illinois, United States","Ketchum, Idaho, United States",male,yes,no,yes,no,Ernest F. Lyons
701,Martin,89,"Evans Crary, Sr., Bridge","The St. Lucie River Bridge on S.R. A1A in Martin County is designated as the ""Evans Crary, Sr., Bridge.""",,SB 999,1965/06/02 05:00:00+00,1965,4,,,,,,,511,,0,c6700d51-eecf-42ed-ad9e-bfc50ce9f23f,1023.07683370917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Martin,89,Frank A. Wacha Bridge,"That bridge on S.R. 732 that crosses the intracoastal waterway at Jensen Beach in Martin County is designated as the ""Frank A. Wacha Bridge.""",,HB 1049,1965/05/20 05:00:00+00,1965,4,,,,,,,512,,0,2bc63e9e-83c8-432f-8c32-7eace870bdd5,1342.11927081108,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Clayton_Kershaw,no,1988-03-19,Found,35,TRUE,seq=4.1; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Clayton Kershaw is an American professional baseball pitcher born March 19, 1988, in Dallas, Texas. He is widely regarded as one of the greatest pitchers of his generation, having spent his entire MLB career (2008–2025) with the Los Angeles Dodgers. Kershaw is a three-time Cy Young Award winner, an MVP, and a 10-time All-Star, known for his dominant left-handed pitching and philanthropic work. His career achievements include leading the league in ERA five times and winning a World Series title in 2020.","['Highland Park High School', 'not found (no college degree mentioned)']",,"Dallas, Texas, United States",not found,male,yes,no,no,no,Frank A. Wacha
703,Martin,89,Gaines Highway,"That portion of S.R. 76 from the city of Stuart to Port Myacca in Martin County is designated as ""Gaines Highway.""",,12365,1927/06/06 05:00:00+00,1927,4,,,,,,,513,,0,a20765ea-6caa-4189-8d64-466e5a7b0b5e,52473.2171939549,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Davis_Gaines,no,1959-01-01,Found,72.3,TRUE,seq=13.3; human:+40; fl:+10; us:+5,"Davis Gaines is an American actor and singer best known for his extensive work in musical theatre, particularly his record-breaking 2,000 performances as the Phantom in The Phantom of the Opera on Broadway and national tours. Born in 1959, he has become one of the most recognized interpreters of the iconic role, earning acclaim for his powerful tenor voice and stage presence. Beyond Phantom, Gaines has appeared in numerous productions such as Cats, Sunset Boulevard, and Camelot, as well as film and television roles. His contributions to theatre have cemented his legacy as a leading figure in American musical performance.",,,not found,not found,male,no,no,no,yes,Gaines
704,Martin,89,Palm City Bridge,"The bridge on S.R. 714 in Marting County that lies between the City of Stuart and the area known as Palm City and crosses the south fork of the St. Lucie River is designated as the ""Palm City Bridge.""",,SB 66,1980/05/12 05:00:00+00,1980,4,,,,,,,514,,0,27e93230-bb20-4e98-90b1-96594e88dafe,633.930466910271,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Percy_Wood,no,1889-01-01,Found,50,TRUE,seq=4.2; last-mismatch:-4; human:+40; fl:+10,"Percy Wood was an English professional footballer born in 1889. He played as a forward for clubs including Nottingham Forest and Derby County during the early 20th century. Wood was known for his contributions to football during a period of significant growth in the sport. His career details remain limited, but he is remembered as part of the early history of English football.",,,not found,not found,male,yes,no,no,no,Palm City
705,Multiple Counties,0,Dan McCarty Memorial Highway,"That portion of U.S. Highway 1 from the northern city limits of the city of Ft. Pierce in St. Lucie County to the southern limits of the city of Vero Beach in Indian River County is designated as the ""Dan McCarty Memorial Highway.""",US-1,SB 707,1955/05/24 05:00:00+00,1955,4,,,,,,,515,,0,327f2666-846f-4775-adca-7a435a274ab1,20192.5620622516,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Daniel_T._McCarty,yes,1912-12-24,Found,74.7,TRUE,seq=15.7; human:+40; fl:+10; us:+5,"Daniel T. McCarty was born on December 24, 1912, in Fort Pierce, Florida, and died in office on September 9, 1953. He served as the 31st Governor of Florida from 1953 until his death, succeeding Fuller Warren after a contentious election. A Democrat, McCarty was known for his progressive policies, including support for education reform and civil rights during the early 1950s. His untimely death at age 40 cut short a promising political career, leaving a legacy as one of Florida’s youngest governors and a champion of racial integration in public schools.","['University of Florida', 'Bachelor of Science in Agriculture, 1936', 'University of Florida College of Law', 'LL.B. (Bachelor of Laws), 1939']",1953-09-09,"Fort Pierce, Florida, United States","Tallahassee, Florida, United States",male,no,yes,yes,no,Dan McCarty
706,Multiple Counties,0,Military Trail,"That portion of S.R. 809 is designated as the ""Military Trail.""",,SCR 400,1972/03/03 05:00:00+00,1972,4,,,,,,,516,,0,eeaaa03b-bfee-49ef-b23d-1edb6282892e,83278.679744255,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Military_Trail_%28Florida%29,no,,Found,26.5,TRUE,seq=14.5; last-mismatch:-4; fl:+10,"Military Trail is a historic north-south road in South Florida, primarily running through Palm Beach and Broward Counties. Originally used as a military supply route during the Seminole Wars in the 19th century, it later evolved into a major thoroughfare connecting key urban areas. The road spans approximately 50 miles (80 km), linking cities like Boca Raton, Delray Beach, and West Palm Beach. Today, it serves as a critical transportation corridor for both local and regional traffic in southeastern Florida.",,,not found,not found,not found,no,no,yes,no,Military
707,Multiple Counties,0,Stan Mayfield Memorial Highway,"That portion of S.R. 60 beginning directly west of I‐95 Interchange in Indian River County and ending at S.R. 441 in Osceola County as the ""Stan Mayfield Memorial Highway.""",SR-60,SB 2600,2009/05/27 05:00:00+00,2009,4,,,,,,,517,,0,eb65ef52-f0a4-4d76-a044-7a73b05055df,44972.2018938129,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Debbie_Mayfield,no,1956-01-01,Found,71.9,TRUE,seq=12.9; human:+40; fl:+10; us:+5,"Debbie Mayfield is an American politician who has served in the Florida Legislature since 2012. Born in 1956, she began her political career in the Florida House of Representatives, where she represented District 54 from 2012 to 2016. She later transitioned to the Florida Senate in 2016, representing District 17 and later District 19 after redistricting in 2022. Mayfield is known for her conservative stance and advocacy on issues such as education, healthcare, and local governance in Florida.",,,not found,not found,female,no,yes,no,no,Stan Mayfield
708,Multiple Counties,0,Thomas E. Will Memorial Highway,"That portion of U.S. Highway 27 from the City of South Bay in Palm Beach County on Lake Okeechobee to the City of Miami in Miami-Dade County is designated as ""Thomas E. Will Memorial Highway.""",,HCR 17,1937/06/14 05:00:00+00,1937,4,,,,,,,518,,0,b3abc907-4852-4f1f-8b0d-d29b105dd6e7,132108.124318436,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_E._David,no,1888-01-01,Found,72.2,TRUE,seq=15.2; last-mismatch:-4; human:+40; fl:+10; us:+5,"Thomas E. David was an American politician and lawyer born in 1888. He served as a member of the United States House of Representatives from Wisconsin from 1919 to 1929. David was known for his progressive policies and advocacy for labor rights during his tenure. He passed away in 1970, leaving a legacy in Wisconsin's political history.","['University of Wisconsin–Madison', 'Law Degree', 'University of Wisconsin Law School']",1970-01-01,not found,not found,male,no,yes,no,no,Thomas E. Will
709,Palm Beach,93,Ben Sunday Memorial Highway,"That portion of S.R. 806, beginning at the west city limits of Delray Beach, Florida to the Sunshine State Parkway is designated as ""Ben Sunday Memorial Highway.""",SR-806,HB 1660,1967/07/13 05:00:00+00,1967,4,,,,,,,519,,0,3999fbf5-8382-4237-87ee-0e9cd94c154b,8892.45831529137,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ben_Simmons,no,1996-07-20,Found,68.4,TRUE,seq=11.4; last-mismatch:-4; human:+40; fl:+10; us:+5,"Benjamin David Simmons was born on July 20, 1996, in Melbourne, Australia, to an American father and Australian mother. He is a professional basketball player known for his versatility as a point forward, earning accolades like NBA All-Star (2019–2021) and Rookie of the Year (2018). Simmons played one standout season at Louisiana State University (LSU) before being selected as the first overall pick in the 2016 NBA Draft by the Philadelphia 76ers. His career has been marked by elite playmaking and defense, though also notable for his free-throw struggles and high-profile trade to the Brooklyn Nets in 2022.","['Box Hill Senior Secondary College, Australia', 'Montverde Academy (Florida, USA), High School Diploma', 'Louisiana State University (LSU), College Basketball (2015–2016)']",,"Melbourne, Victoria, Australia",not found,male,yes,no,no,no,Ben Sunday
710,Palm Beach,93,Carlin White Bridge,"The U.S. Highway 1 Bridge that crosses the Loxahatchee River at the inlet in the City of Jupiter/Tequesta in Palm Beach County is designated as ""Carlin White Bridge.""",US-1,CS/SB 138,2007/07/01 05:00:00+00,2007,4,,,,,,,520,,0,014c353d-4b6d-4b48-8277-16e665b38f69,288.528662337971,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Barbara_Bush,no,1925-06-08,Found,55.7,TRUE,seq=6.7; last-mismatch:-4; human:+40; fl:+10; us:+5,"Barbara Bush was born on June 8, 1925, and passed away on April 17, 2018. She served as the First Lady of the United States from 1989 to 1993 during her husband George H. W. Bush's presidency, becoming known for her advocacy in literacy and family values. Prior to that, she was the Second Lady from 1981 to 1989 while her husband served as Vice President under Ronald Reagan. Barbara Bush remains a notable figure in American political history for her philanthropic work and influential role in national campaigns for education and social causes.","['Ashley Hall School (boarding school), Charleston, South Carolina', 'Smith College (attended but did not graduate)']",2018-04-17,"New York City, New York, United States","Houston, Texas, United States",female,no,yes,no,no,Carlin White
711,Palm Beach,93,Glynn Mayo Highway,"That portion of S.R. 811 north of the Donald Ross Road intersection and southeast of the U.S. 1 intersection in the Town of Jupiter in Palm Beach County is designated as the ""Glynn Mayo Highway.""",,CS/HB 2439,1992/04/08 05:00:00+00,1992,4,,,,,,,521,,0,b9f8df14-3189-48a6-87d6-a11d1be3759e,8886.90050862989,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Francisco_Lindor,no,1993-11-14,Found,55,TRUE,seq=4.6; last-mismatch:-4; human:+40; fl:+10; us:+5,"Francisco Lindor is a Puerto Rican professional baseball player born on November 14, 1993, in Caguas, Puerto Rico. Known for his exceptional defensive skills and offensive contributions, he has earned multiple MLB All-Star selections and Gold Glove Awards as a shortstop. Lindor began his MLB career with the Cleveland Indians in 2015, later becoming a key player for the New York Mets after a 2021 trade. His leadership and talent have solidified his reputation as one of the premier shortstops in modern baseball history.","['Montverde Academy (Florida)', 'High School Diploma']",,"Caguas, Puerto Rico, United States",not found,male,yes,no,no,no,Glynn Mayo
712,Palm Beach,93,Haven M. Ashe Bridge,"The bridge across the Boca Raton Inlet on S.R. A1A is designated as the ""Haven M. Ashe Bridge.""",SR-A1A,HB 1861,1965/06/08 05:00:00+00,1965,4,,,,,,,522,,0,d51ecacc-0d62-41ed-891b-e7c2fbc5c9dd,183.576785127691,,,,,,,,,,,,,https://en.wikipedia.org/wiki/John_Ashley_%28bandit%29,no,1895-01-01,Found,60.7,TRUE,seq=11.7; last-mismatch:-4; human:+40; fl:+10; us:+5,"John Ashley was an American outlaw and bank robber born in 1895, known for leading the infamous Ashley Gang during the early 20th century. Active primarily in Florida, he gained notoriety for a series of bold robberies, prison escapes, and a feud with Palm Beach County Sheriff George Baker. Ashley's criminal exploits, including piracy in the Everglades and a high-profile murder, cemented his reputation as one of Florida's most elusive bandits. He was killed in a shootout with law enforcement in 1924 at the age of 29.",,1924-11-01,not found,"Sebastian, Florida, United States",male,no,no,no,no,Haven M. Ashe
713,Palm Beach,93,Jack L. Saunders Bridge,"The bridge that spans the Intracoastal Waterway in the city of Delray Beach, Palm Beach County as part of Linton Boulevard is designated as the ""Jack L. Saunders Bridge.""
Bch",,HB 653,1980/06/26 05:00:00+00,1980,4,Linton Boulevard,,,,,,523,,0,0a03e1b4-22d4-4ee1-92fe-54ddcf5f47f0,471.974370770323,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jack_Petersen_%28guitarist%29,no,,Found,68,TRUE,seq=11.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jack Petersen is an American guitarist, composer, and educator known for his contributions to jazz and guitar pedagogy. Born in the mid-20th century, he gained recognition for his innovative teaching methods, including the development of the Guitar Lab concept. Petersen has released multiple albums and authored instructional materials, influencing generations of guitarists. His work spans performance, composition, and academic instruction, establishing him as a significant figure in modern guitar education.",,,not found,not found,male,no,no,no,yes,Jack L. Saunders
714,Palm Beach,93,Jerry Thomas Memorial Bridge,"The Blue Heron Bridge, which spans the Intracoastal Waterway in the City of Riviera Beach, Palm Beach County is designated the ""Jerry Thomas Memorial Bridge.""",,SB 374,1981/06/12 05:00:00+00,1981,4,,,,,,,524,,0,95a4c31b-08fb-4513-83f9-0d659ab30ca7,673.819323520966,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jerry_Thomas_%28Florida_politician%29,no,,Found,75,TRUE,seq=20.0; human:+40; fl:+10; us:+5,"Jerry Thomas was a Florida-based politician known for his contributions to local governance. Born in the 20th century, he served in public office, though specific details about his tenure and roles remain limited in widely available records. His political career reflects involvement in state-level affairs, though exact achievements or legislative impacts are not prominently documented. No confirmed birth or death dates are publicly accessible for a comprehensive biographical overview.",,,not found,not found,male,no,yes,no,no,Jerry Thomas
715,Palm Beach,93,L. E. Buie Memorial Bridge,"The Skypass Bridge (bridge number 930470) in the City of Riviera Beach in Palm Beach County is designated as ""L. E. Buie Memorial Bridge.""",,HB 9,2004/05/13 05:00:00+00,2004,4,,,,,,,525,,0,93186172-3391-410b-b071-178ae9fa3194,776.105156460425,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kevin_O%27Sullivan_%28baseball%29,no,1968-08-12,Found,55,TRUE,seq=3.1; last-mismatch:-4; human:+40; fl:+10; us:+5,"Kevin O'Sullivan is an American college baseball coach born on August 12, 1968, known for his tenure as head coach of the Florida Gators baseball team. He played collegiate baseball at Virginia before transitioning into coaching, where he built a reputation for developing top-tier programs. Under his leadership, Florida won its first NCAA Division I Baseball Championship in 2017 and consistently ranked among the nation’s elite teams. O’Sullivan’s coaching career spans over two decades, marked by multiple SEC titles and a strong record in player development for professional leagues.","[""University of Virginia, Bachelor's Degree"", ""Virginia Commonwealth University, Master's Degree in Education""]",,"Tampa, Florida, United States",not found,male,yes,no,no,no,L. E. Buie
716,Palm Beach,93,Moroso Memorial Highway,"That portion of S.R. 710 (Bee Line Highway) in Palm Beach County between S.R. 809 (Military Trail) and S.R. 706 (Indiantown Road) is designated as the ""Moroso Memorial Highway.""",,CS/SB 82,1999/06/11 05:00:00+00,1999,4,,,,,,,526,,0,e9c75dda-328f-4add-b740-659389555261,33968.3423404195,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Alan_Gelfand,no,1963-01-01,Found,55,TRUE,seq=0.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Alan Gelfand, born in 1963, is an American skateboarder best known for inventing the ollie, a foundational trick that revolutionized modern skateboarding. His innovation in 1977 allowed skaters to lift their boards off the ground without using their hands, shaping the sport's trajectory. Gelfand turned professional in 1978 and competed in numerous contests, contributing significantly to skateboarding's cultural growth during the late 1970s and early 1980s. Beyond skateboarding, he later pursued a career in motorsports, including kart racing and professional racing series like the SCCA and IMSA.",,,not found,not found,male,yes,no,no,no,Moroso
717,Palm Beach,93,North Ocean Boulevard,"That portion of S.R. A1A located between Pelican Lane on the south and Sea Road on the north in the Town of Gulf Stream, Palm Beach County is designated as ""North Ocean Boulevard.""",SR-A1A,CS/HB 2439,1992/04/08 05:00:00+00,1992,4,,,,,,,527,,0,f4fcd93f-6d88-40da-92c8-d6924daffead,3113.19692246025,,,,,,,,,,,,,https://en.wikipedia.org/wiki/North_Florida,no,,Found,30.3,TRUE,seq=13.3; last-mismatch:-4; fl:+10; us:+5,"North Florida is a geographic and cultural region in the northernmost part of the U.S. state of Florida. It is known for its distinct climate, diverse landscapes, and major urban centers like Jacksonville and Tallahassee. The region plays a significant role in Florida's economy, culture, and political landscape, often contrasting with South Florida. North Florida includes historical sites, natural attractions, and a mix of rural and urban communities.",,,not found,not found,not found,no,no,no,no,North Ocean
718,Palm Beach,93,PGA Boulevard,"That portion of S.R. 786 from its intersection with S.R. 710 to U.S. Highway 1 in Palm Beach County is designated as ""PGA Boulevard.""",,HB 2426,1965/06/24 05:00:00+00,1965,4,,,,,,,528,,0,49d46a6c-e1e8-465b-a0ef-2bc8d41a5d69,15572.5935968744,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Billy_Horschel,no,1986-12-07,Found,55,TRUE,seq=0.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Billy Horschel is an American professional golfer born on December 7, 1986. He achieved prominence by winning multiple PGA Tour events, including the 2014 FedEx Cup and BMW Championship. Horschel also secured victories on the European Tour and eGolf Professional Tour, accumulating 11 professional wins in total. Known for his competitive spirit and consistency, he remains an active figure in professional golf today.","['University of Florida', ""Bachelor's Degree in Sport Management""]",,"Grant, Florida, United States of America",not found,male,yes,no,no,no,PGA
719,Palm Beach,93,Purple Heart Highway,"That portion of S.R. 710 within Palm Beach County is designated as the ""Purple Heart Highway.""",,SB 292,1996/04/22 05:00:00+00,1996,4,,,,,,,529,,0,f6a10bc8-b5ea-450d-8c74-77b9a6b83097,42606.0193649671,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_R._Norris,no,1944-01-14,Found,50,TRUE,seq=4.3; last-mismatch:-4; human:+40; fl:+10,"Thomas R. Norris was a highly decorated United States Navy SEAL and later an FBI agent, born on January 14, 1944. He is best known for his heroic actions during the Vietnam War, particularly the 1972 ground rescue of two downed pilots behind enemy lines, for which he received the Medal of Honor. Norris also conducted critical intelligence-gathering missions and was one of the most celebrated SEALs of his era. After his military career, he transitioned to law enforcement, serving in the FBI until his retirement in 1979 due to injuries sustained in combat.","['University of Maryland, College Park', 'Bachelor of Science in Sociology']",,"Jacksonville, Florida, United States",not found,male,no,no,yes,no,Purple Heart
720,Palm Beach,93,Richard E. 'Pete' Damon Bridge,"The bridge ove the Loxahatchee River on S.R. Alternate A1A in the Town of Jupiter in Palm Beach County is designated as ""Richard E. 'Pete' Damon Bridge.""",,HB 385,2005/07/01 05:00:00+00,2005,4,,,,,,,530,,0,b42d5fcf-2363-416e-b6f4-08275e755ead,394.741156406904,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Carla_Williams_%28athletic_director%29,no,,Found,55.5,TRUE,seq=6.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Carla Williams is an American athletic administrator and former collegiate basketball player. Born in the United States, she became the first African American female athletic director at a Power Five conference school when appointed at the University of Virginia in 2017. Williams previously served as deputy athletic director at the University of Georgia and played basketball at the University of Georgia, where she earned All-SEC honors. Her career highlights include leadership roles in NCAA athletics administration and advocacy for diversity in sports leadership.","[""University of Georgia, Bachelor's degree (likely in Education or related field)"", 'University of Georgia, Collegiate basketball player (1989–1993)']",,not found,not found,female,yes,no,no,no,Richard E. 'Pete' Damon
721,Palm Beach,93,Richard Jason Randolph Memorial Bridge,"The bridge on Peninsula Corp Drive over I-95 in Palm Beach County is designated as ""Richard Jason Randolph Memorial Bridge.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,4,Peninsula Corp Drive,,,,,,531,,1,69efc739-a6ee-4966-a0e0-250e5e14e2e8,92.674402860691,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Randolph_Bracy,no,1978-01-01,Found,57.9,TRUE,seq=8.9; last-mismatch:-4; human:+40; fl:+10; us:+5,"Randolph Bracy is an American politician born in 1978, known for his service in the Florida Legislature. He served in the Florida House of Representatives from 2012 to 2016, followed by a tenure in the Florida Senate starting in 2016. Bracy ran for the U.S. Congress in 2022 but was unsuccessful in securing the seat. His political career has been marked by advocacy for gun control and public health measures, particularly during the COVID-19 pandemic.","[""Florida Agricultural and Mechanical University (FAMU), Bachelor's Degree"", 'Florida State University College of Law, Juris Doctor (JD)']",,not found,not found,male,no,yes,no,no,Richard Jason Randolph
722,Palm Beach,93,Robert A. Harris Bridge,"The bridge on S.R. 802 which spans the Intracoastal Waterway is designated as ""The Robert A. Harris Bridge.""",,HB 4374,1970/06/16 05:00:00+00,1970,4,,,,,,,532,,0,130bfeae-3663-4aa1-a97d-485d8f39c6fb,539.399408368158,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Katherine_Harris,no,,Found,70.2,TRUE,seq=11.2; human:+40; fl:+10; us:+5,Summary extraction failed.,,,not found,not found,not found,no,no,no,no,Robert A. Harris
723,Palm Beach,93,Tom and Marian Lewis Highway,"That portion of U.S. 27 from the Hendry County/Palm Beach County line to the Palm Beach County/Broward County line is designated as the ""Tom and Marian Lewis Highway.""",US-27,CS/HB 27,1995/06/14 05:00:00+00,1995,4,,,,,,,533,,0,1a291ad2-5b85-4957-9dc3-c0901dda8e2d,69830.7574332741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,St. Lucie,94,D. H. 'Banty' Saunders Bridge,"The north bridge in St. Lucie County across Indian River on S.R. A1A is designated as ""D. H. 'Banty' Saunders Bridge.""",SR-A1A,SB 256,1965/05/05 05:00:00+00,1965,4,,,,,,,534,,0,6158199f-8b1f-42ec-b887-45f79cb8b043,706.73458702497,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tom_London,no,1889-08-24,Found,35,TRUE,seq=3.8; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Tom London was an American actor born on August 24, 1889, known for his prolific career in Hollywood during the silent and early sound film eras. He appeared in over 2,000 films, often playing supporting roles such as sheriffs, detectives, or authority figures, earning him the nickname 'The Busiest Man in Hollywood.' London transitioned seamlessly from silent films to talkies, showcasing his versatility and adaptability in the evolving film industry. He passed away on December 5, 1963, leaving behind a legacy as one of the most recognizable character actors of his time.",,1963-12-05,"Louisville, Kentucky, United States","Los Angeles, California, United States",male,no,no,no,no,D. H. 'Banty' Saunders
725,St. Lucie,94,Peter P. Cobb Bridge,"The bridge ove the Indian River at Fort Pierce in St. Lucie County is designated as the ""Peter P. Cobb Bridge.""",,HB 3530,1974/06/10 05:00:00+00,1974,4,,,,,,,535,,0,57173816-85a0-432a-bd86-214776c59307,1061.07472320281,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Peter_Camejo,no,1939-12-31,Found,64.8,TRUE,seq=12.8; last-mismatch:-4; human:+40; fl:+10,"Peter Camejo was an American activist, politician, and businessman born on December 31, 1939, and passed away on September 13, 2008. He was best known as a prominent figure in the Green Party, running for governor of California three times (2002, 2003 recall, and 2006) and as Ralph Nader’s vice-presidential running mate in the 2004 U.S. election. Camejo was also a successful investment manager, founding Progressive Asset Management, which focused on socially responsible investing. His advocacy for environmental, social justice, and progressive economic policies left a lasting impact on American third-party politics.","['Massachusetts Institute of Technology (MIT)', 'Bachelor of Science in Engineering']",2008-09-13,"New York City, New York, United States","Folsom, California, United States",male,no,yes,no,no,Peter P. Cobb
846,Brevard,70,C. Sweet Smith Memorial Highway,"That portion of S.R. 520 within Brevard County, Florida, beginning at the Orange County/Brevard County line, and extending to the Atlantic Ocean is designated as the ""C. Sweet Smith Memorial Highway.""",,HB 1313,1955/06/06 05:00:00+00,1955,5,,,,,,,536,,0,6d817220-38cf-453a-a11a-5ff35bb275b2,29837.4222004485,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Emmitt_Smith,no,1969-05-15,Found,71.3,TRUE,seq=12.3; human:+40; fl:+10; us:+5,"Emmitt Smith was born on May 15, 1969, in Pensacola, Florida, and is widely regarded as one of the greatest running backs in NFL history. He played college football at the University of Florida, where he set multiple records before being drafted by the Dallas Cowboys in 1990. During his 15-season NFL career, primarily with the Cowboys, he became the league's all-time leading rusher with 18,355 yards and won three Super Bowl championships. Smith also earned numerous accolades, including NFL MVP (1993), eight Pro Bowl selections, and induction into the Pro Football Hall of Fame in 2010.","['Escambia High School', 'University of Florida, BS in Public Recreation (1996)']",,"Pensacola, Florida, United States",not found,male,yes,no,no,no,C. Sweet Smith
847,Brevard,70,Challenger Memorial Parkway,"That portion of S.R. 407 from S.R. 528, the Bee Line Expressway, to S.R. 405, Columbia Boulevard, is designated as the ""Challenger Memorial Parkway.""",,HB 945,1986/05/15 05:00:00+00,1986,5,,,,,,,537,,0,5db7060a-6201-4683-994d-53f56a0b70df,12476.2022692948,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ryan_Sweeting,no,1987-07-14,Found,51,TRUE,seq=7.0; last-mismatch:-4; human:+40; fl:+10,"Ryan Sweeting was a professional tennis player born on July 14, 1987, in Nassau, Bahamas. He achieved his career-high ATP singles ranking of world No. 64 in 2011 and won his only ATP Tour title at the 2011 U.S. Men's Clay Court Championships. Sweeting represented the United States in international competitions after moving there as a teenager. He retired from professional tennis in 2013 due to injuries and passed away on July 18, 2023, at the age of 35.",,2023-07-18,"Nassau, Bahamas",not found,male,yes,no,no,no,Challenger
