state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Ohio,Lance Corporal Jeremy S. Shock Memorial Highway,State Route 19,"That portion of the road known as state route number nineteen, running in a northerly and southerly direction through the village of Green Springs within Sandusky and Seneca counties, shall be known as the ""Lance Corporal Jeremy S. Shock Memorial Highway.""",,,Lance Corporal Jeremy S. Shock,https://en.wikipedia.org/wiki/Sabu_%28wrestler%29,55.0,true,seq=1.2; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Sabu, a professional wrestler, not Lance Corporal Jeremy S. Shock. The name, military rank, and memorial context do not match. The highway is named after a fallen Marine from Ohio, while the article subject is an Indian-born wrestler with no known connection to Ohio or military service.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,American Legion Memorial Highway,Interstate Route 75,"The road known as interstate route seventy-five, running in a southerly direction from the city of Toledo, Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery and Warren to the city of Cincinnati, Hamilton county, shall be known as the ""American Legion Memorial Highway.""",,,American Legion,https://en.wikipedia.org/wiki/Dean_Hess,57.3,true,seq=8.3; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about Dean Hess. Without article content confirming the person's identity, profession, or connection to Ohio or the American Legion Memorial Highway, it cannot be validated as the correct person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Pearl Harbor Memorial Highway,Interstate Route 75,"In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""",,,Pearl Harbor,https://en.wikipedia.org/wiki/James_R._Ward,55.0,true,seq=4.8; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about James R. Ward. Without article content, it cannot be confirmed that this is the correct person for the Pearl Harbor Memorial Highway in Ohio, which is typically named for a specific individual associated with the event.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,U.S.A.F. Pararescue Memorial Parkway,State Route 48,"The road known as state route number forty-eight, running in a northerly and southerly direction, commencing in Shelby county and continuing through the counties of Miami, Montgomery, and Warren and ending in Clermont county, shall be known as the ""U.S.A.F. pararescue memorial parkway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,SFC Charles Gregory Huston Memorial Highway,State Route 66,"The northbound and southbound lanes of state route number sixty-six between Houston road and Roeth road, in Shelby county, shall be known as the ""SFC Charles Gregory Huston Memorial Highway.""",,,SFC Charles Gregory Huston,,0.0,false,seq=4.1; last-mismatch:-4; state-miss(Ohio):-10; us:+5; nobility:-40,,,,,,,,,,,,,,,,,,,,,,
Ohio,Patrolman James P. Gardner Memorial Highway,U.S. Route 62,US 62 from Western Ave to South Mahoning Ave,,,Patrolman James P. Gardner,,37.6,false,seq=8.6; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,https://www.odmp.org/officer/5280-patrolman-james-p-gardner,Patrolman James P. Gardner,"Patrolman James Gardner was killed in an automobile crash while pursuing a vehicle at 8:20 p.m. His patrol car collided with another vehicle and then struck a telephone pole on Highway 62 near Alliance. The other patrolman in the vehicle was seriously injured. Patrolman Gardner was a U.S. Navy veteran of WWII and had served with the Ohio State Highway Patrol for only 5 months, assigned to the Massillon Post. He was survived by his parents.",24,5 months,172/455,Automobile crash,"Saturday, February 28, 1948",Cause: Automobile crash,98.03921568627452
Ohio,Patrolman Sean VanDenberg Memorial Highway,State Route 236,SR 236 between SR 93 in Summit county and Lafayette Drive in Stark County,,,Patrolman Sean VanDenberg,,0.0,false,no-candidates,,,,,,,,,,,,,https://www.odmp.org/officer/25841-patrolman-sean-e-vandenberg,Patrolman Sean E. VanDenberg,"Patrolman Sean VanDenberg died from complications as a result of contracting COVID-19 from arresting and transporting a COVID-19 positive suspect to jail after serving a warrant at a home in the 15400 block of Wooster Street NW in North Lawrence. Patrolman VanDenberg had served with the Lawrence Township Police Department for eight years. He is survived by his wife, four children, and two grandchildren.",54,8 years,792,COVID19,"Saturday, December 25, 2021","Cause: COVID19 Incident Date: Friday, December 3, 2021",100.0
Ohio,Sgt. Cory M. Endlich Corridor,State Route 172,"The eastbound and westbound lanes of SR 172, between 17th Street NW and 32nd Street NW, in Stark County",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,"PFC Burt ""Rusty"" Miller Memorial Highway",State Route 93,"That portion of the road known as state route number ninety-three, running in a northerly and southerly direction in the municipal corporation of New Franklin only, shall be known as the ""PFC Burt ""Rusty"" Miller Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,First Lt. Ashley White-Stumpf Memorial Highway,State Route 44,"That portion of the road known as state route number forty-four, running in a northerly and southerly direction and located within Marlboro township in Stark county only, shall be known as the ""First Lt. Ashley White-Stumpf Memorial Highway.""",,,First Lt. Ashley White-Stumpf,,0.0,false,seq=2.3; last-mismatch:-4; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Lance Corporal Daniel McVicker Memorial Highway,U.S. Route 62,"That portion of the road known as United States route sixty-two, commencing at the western boundary of the municipal corporation of Alliance and extending in an easterly direction to the Highland Memorial Park Cemetery in the municipal corporation of Beloit, shall be known as the ""Lance Corporal Daniel McVicker Memorial Highway.""",,,Lance Corporal Daniel McVicker,,0.0,false,seq=3.1; last-mismatch:-4; state-miss(Ohio):-10,,,,,,,,,,,,,,,,,,,,,,
Ohio,Staff Sgt. Kevin J. Kessler Memorial Highway,U.S. Route 30,"That portion of the road known as United States route number thirty, commencing at the boundary between Canton and Osnaburg townships and proceeding in an easterly direction to the boundary between Osnaburg township and the municipal corporation of East Canton within Stark county only, shall be known as the ""Staff Sgt. Kevin J. Kessler Memorial Highway.""",,,Staff Sgt. Kevin J. Kessler,https://en.wikipedia.org/wiki/Randy_Orton,55.0,true,seq=2.1; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Randy Orton, a professional wrestler, which does not match the name 'Kevin J. Kessler' on the highway designation. There is no indication that Randy Orton is connected to Ohio or has a military/law enforcement background appropriate for a memorial highway named for a Staff Sergeant.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,First Lt. Ashley White Memorial Highway,State Route 44,State Route 44 running in a northerly and southerly direction and located in Marlboro Township in Stark County,,,First Lt. Ashley White,https://en.wikipedia.org/wiki/Jon_Husted,55.0,true,seq=3.8; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named after First Lt. Ashley White, a military soldier from Ohio who died in service, while the Wikipedia article is about Jon Husted, a politician from Ohio. The names do not match, and the article subject is not the person the highway is named after.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Jackson Township Veterans Memorial Parkway,Fulton Road Northwest,Fulton Rd NW between Arlington Ave NW and Wales Ave NW,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Markers on state and federal highways at points crossed by Morgan's raiders,Morgan Raiders,"The director of transportation and the director of the Ohio history connection, by agreement, may erect suitable markers on all state and federal highways, at points crossed by Morgan's raiders in 1863.",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Purple Heart Trail,Interstate Route 70,"In addition to the respective designations in sections 5533.30,5533.32, and 5533.33 of the Revised Code, the road known as interstate route seventy, extending across Ohio from the West Virginia border in Belmont county to the Indiana border in Preble county, and the road known as interstate route seventy-one, extending across Ohio from the Kentucky border in Hamilton county to its northernmost terminus in Cuyahoga county, both shall be known as the ""Purple Heart Trail.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Purple Heart Trail,Interstate Route 71,"In addition to the respective designations in sections 5533.30,5533.32, and 5533.33 of the Revised Code, the road known as interstate route seventy, extending across Ohio from the West Virginia border in Belmont county to the Indiana border in Preble county, and the road known as interstate route seventy-one, extending across Ohio from the Kentucky border in Hamilton county to its northernmost terminus in Cuyahoga county, both shall be known as the ""Purple Heart Trail.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,James A. Rhodes Appalachian Highway,,"The highway constituting a portion of the Appalachian highway system, and running east and west across the state between Cincinnati, Ohio and Belpre, Ohio, and passing near the city of Jackson, Ohio, shall be known as the ""James A. Rhodes Appalachian Highway.""",,,James A. Rhodes Appalachian,https://en.wikipedia.org/wiki/Jim_Rhodes,66.7,true,seq=9.7; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about a specific person. Without article content, there is no evidence that this is the correct Jim Rhodes (likely James A. Rhodes, former Ohio governor) for whom the highway is named.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Christopher Columbus Highway,Interstate Route 80,"The road known as interstate route eighty, extending across Ohio from the Pennsylvania border in Trumbull county to the Indiana border in Williams county, shall be known as the ""Christopher Columbus highway.""",,,Christopher Columbus,https://en.wikipedia.org/wiki/Chris_Columbus_%28filmmaker%29,55.0,true,seq=16.5; human:+40; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Chris Columbus, a film director known for movies like 'Home Alone' and 'Harry Potter', not a historical figure like Christopher Columbus. The highway name 'Christopher Columbus Highway' in Ohio is likely named after the explorer, not the filmmaker. The article subject does not match the expected person for a highway memorial.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Disabled American Veterans' Highway,Interstate Route 71,"The road known as interstate route seventy-one running in a southwesterly direction from the city of Cleveland, Cuyahoga county, through the counties of Medina, Wayne, Ashland, Richland, Morrow, Delaware, Franklin, Madison, Pickaway, Greene, Fayette, Clinton, and Warren to the Kentucky border in Hamilton county shall be known as the ""Disabled American Veterans' highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Vietnam Veterans' of America Highway,Interstate Route 77,"The road known as interstate route seventy-seven, running in a north and south direction through the counties of Cuyahoga, Summit, Stark, Tuscarawas, Guernsey, Noble, and Washington, shall be known as the ""Vietnam Veterans' of America Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Marine Corps League Memorial Highway,U.S. Route 33,"That portion of the road known as United States route thirty-three beginning in Willshire, Ohio, and running in a southeasterly and northwesterly direction through the counties of Van Wert, Mercer, Auglaize, Logan, Union, Franklin, Fairfield, Hocking, Athens, and Meigs to the West Virginia border shall be known as the ""Marine Corps League Memorial Highway.""",,,Marine Corps League,https://en.wikipedia.org/wiki/JD_Vance,70.0,true,seq=4.4; last-mismatch:-4; human:+40; mil:+15; state(Ohio):+10; us:+5,true,"James David Vance is an American politician and author born in Middletown, Ohio. He served as a U.S. Senator from Ohio from 2023 to 2025 and is the Republican nominee for Vice President in the 2024 election. Vance is best known for his memoir 'Hillbilly Elegy,' which explores cultural and economic issues in Appalachia. He previously served in the United States Marine Corps and worked in the technology and venture capital industries.","['Ohio State University', 'Yale Law School']",1984-08-02,,"Middletown, Ohio, United States",not found,male,no,yes,yes,no,,,,,,,,,,
Ohio,Tuskegee Airmen Memorial Trail,Interstate Route 75,"In addition to the designations in sections 5533.24 and 5533.241 of the Revised Code, that portion of the road known as interstate route seventy-five, running throughout Ohio in a northerly and southerly direction, from the Michigan border in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler, to the Kentucky border in Hamilton county, shall be known as the ""Tuskegee Airmen Memorial Trail.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Ohio Medal of Honor Highway,U.S. Route 20,"All of U.S. Route 20, as it extends across the northern portion of Ohio",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,"American Gold Star Mothers, Inc. Memorial Highway",Interstate 77,I-77 between I-76 and Lovers Lane,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Cpl. Jack O. McClure Memorial Highway,State Route 8,"The northbound and southbound lanes of SR 8, in Cuyahoga Falls, OH, in Summit County",,,Cpl. Jack O. McClure,,10.0,false,seq=3.5; last-mismatch:-4; mil:+15; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,"PFC Burt ""Rusty"" Miller Memorial Highway",State Route 93,"That portion of the road known as state route number ninety-three, running in a northerly and southerly direction in the municipal corporation of New Franklin only, shall be known as the ""PFC Burt ""Rusty"" Miller Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,"Lance Corporal Daniel Nathan Deyarmin, Jr., Memorial Highway",Interstate Route 76,"In addition to the designation in section 5533.09 of the Revised Code, that portion of the road known as interstate route seventy-six, running in an easterly and westerly direction, from state route ninety-one to state route five hundred thirty-two in Summit county, shall be known as the ""Lance Corporal Daniel Nathan Deyarmin, Jr., Memorial Highway.""",,,"Lance Corporal Daniel Nathan Deyarmin, Jr",,0.0,false,seq=4.0; last-mismatch:-4; state(Ohio):+10; us:+5; nobility:-40,,,,,,,,,,,,,,,,,,,,,,
Ohio,Gold Star Mothers' Memorial Highway,Ohio Route 82,"The road known as Ohio route number eighty-two, running in an easterly and westerly direction through the counties of Lorain, Cuyahoga, Summit, Portage, and Trumbull and through the municipal corporations of Broadview Heights, Brecksville, Aurora, and Warren shall be known as the ""Gold Star Mothers' Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,"Army PFC Robert S. Sombati, Vietnam BSM and OLC PH, Memorial Highway",Interstate Route 77,"In addition to the respective designations in sections 5533.09 and 5533.32 of the Revised Code and any other name prescribed in the Revised Code or otherwise, that portion of the highway known as interstate route number seventy-seven, commencing at mile marker one hundred thirty-three and six-tenths and proceeding in a northerly direction to mile marker one hundred thirty-four and eight-tenths within Summit county only, shall be known as the ""Army PFC Robert S. Sombati, Vietnam BSM and OLC PH, Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Staff Sgt. Matthew J. Kuglics Memorial Highway,Interstate Route 77,"In addition to the designation in section 5533.37 of the Revised Code, that portion of the road known as interstate route number seventy-seven, commencing at mile marker number one hundred thirteen and one-half and proceeding in a northerly direction to mile marker number one hundred eighteen and one-half, shall be known as the ""Staff Sgt. Matthew J. Kuglics Memorial Highway.""",,,Staff Sgt. Matthew J. Kuglics,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Cliff Skeen Memorial Highway,U.S. Route 224,"That portion of the highway known as United States route number two hundred twenty-four, running in a westerly to easterly direction, commencing at the junction with state route two hundred forty-one in Summit county and extending to state route ninety-one shall be known as the ""Cliff Skeen Memorial Highway.""",,,Cliff Skeen,https://en.wikipedia.org/wiki/Clifton_Skeen,70.0,true,seq=16.7; human:+40; state(Ohio):+10,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic Wikipedia interface and does not contain any biographical information about Clifton Skeen. Without article content confirming the person's identity, connection to Ohio, or relevance for a highway memorial, it cannot be validated as the correct person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Korean War Veterans' Memorial Highway,State Route 8,"That portion of the road known as state route eight, located within Summit county only.",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Sergeant Bryan W. Large Memorial Highway,State Route 59,"The northbound portion of the road known as state route number fifty-nine, between the Kent road exit and the border of Cuyahoga Falls and Silver Lake, shall be known as the ""Sergeant Bryan W. Large Memorial Highway.""",,,Bryan W. Large,https://en.wikipedia.org/wiki/Henry_H._Arnold,53.7,true,seq=9.7; last-mismatch:-4; human:+40; mil:+15; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Henry H. Arnold, a U.S. General of the Air Force, but the highway is named after Sergeant Bryan W. Large, suggesting a different individual. The names do not match, and there is no indication in the provided text that Henry H. Arnold is connected to Ohio or the specific memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Sergeant Justin T. Walsh Memorial Highway,State Route 59,"The southbound portion of the road known as state route number fifty-nine, between the border of Cuyahoga Falls and Silver Lake and the route eight entrance ramp, shall be known as the ""Sergeant Justin T. Walsh Memorial Highway.""",,,Justin T. Walsh,https://en.wikipedia.org/wiki/Pete_Hegseth,50.0,true,seq=4.4; last-mismatch:-4; human:+40; mil:+15; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Pete Hegseth, a political commentator and military veteran, but the highway is named after Sergeant Justin T. Walsh, a law enforcement officer from Ohio. The names do not match, and the article does not mention Justin T. Walsh or any connection to an Ohio memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Army Pfc. Michael Dominic Paonessa Memorial Highway,Interstate Route 77,"In addition to any other name prescribed in the Revised Code or otherwise, that portion of the road known as interstate route number seventy-seven, running in a northerly and southerly direction, commencing at the location where that interstate route passes underneath east wilbeth road and proceeding in a northerly direction to the location where that interstate route passes underneath lovers lane within Summit county only, shall be known as the ""Army Pfc. Michael Dominic Paonessa Memorial Highway.""",,,Army Pfc. Michael Dominic Paonessa,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Chief Radio Operator Walter Dawson Memorial Highway,U.S. Route 422,US 422 between Warren Burton Rd and SR 534,,,Chief Radio Operator Walter Dawson,,36.3,false,seq=7.3; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Gold Star Mothers' Memorial Highway,Ohio Route 82,"The road known as Ohio route number eighty-two, running in an easterly and westerly direction through the counties of Lorain, Cuyahoga, Summit, Portage, and Trumbull and through the municipal corporations of Broadview Heights, Brecksville, Aurora, and Warren shall be known as the ""Gold Star Mothers' Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Lake to River Highway,Ohio Route 11,"The road known as Ohio route number eleven beginning at Ashtabula, Ohio, and running in a northerly and southerly direction through the counties of Ashtabula, Trumbull, Mahoning, and Columbiana to East Liverpool, shall be known as the ""Lake to River Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Patrolman James A. Fredericka Memorial Highway,State Route 7,"The northbound and southbound lanes of state route number seven between state route number eighty two and state route number three hundred five, in Trumbull county, shall be known as the ""Patrolman James A. Fredericka Memorial Highway.""",,,Patrolman James A. Fredericka,https://en.wikipedia.org/wiki/George_Leonidas_Leslie,55.0,true,seq=3.9; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for George Leonidas Leslie, a known figure in American history (often associated with the Civil War or other contexts), but the highway is named 'Patrolman James A. Fredericka Memorial Highway' in Ohio, which suggests it honors a law enforcement officer. The names do not match, and there is no indication that George Leonidas Leslie was a patrolman or connected to Ohio in a way that would warrant a memorial highway.",[],,,not found,not found,not found,no,no,no,no,https://www.odmp.org/officer/5096-patrolman-james-a-fredericka,Patrolman James A. Fredericka,"Patrolman James Fredericka succumbed to injuries sustained eight days earlier when he lost control of his patrol car on a wet roadway and struck a tree while responding to an accident call. The accident occurred on State Route 7 in Trumbull County. He was transported to a hospital in Sharon, Pennsylvania, where he succumbed to his injuries. Patrolman Fredericka was a U.S. Army veteran of WWII. He was survived by his wife, two children, and parents. In February 2020, Trumbull Highway was renamed James A. Fredericka Memorial Highway.",38,5 years,289/328,Automobile crash,"Friday, May 8, 1953","Cause: Automobile crash Incident Date: Thursday, April 30, 1953",98.24561403508773
Ohio,Army Corporal Keith Nepsa Memorial Highway,Interstate Route 77,"In addition to the designation in section 5533.37 of the Revised Code, that portion of the road known as interstate route number seventy-seven, commencing in Tuscarawas county at mile marker number seventy-nine and proceeding in a northerly direction to mile marker number eighty-one, shall be known as the ""Army Corporal Keith Nepsa Memorial Highway.""",,,Army Corporal Keith Nepsa,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,William Green Memorial Highway,U.S. Route 36,"That portion of the road known as United States route number thirty-six commencing at the boundary of the municipal corporation of Coshocton and extending to the boundary of Coshocton and Tuscarawas counties shall be known as the ""William Green Memorial Highway.""",,,William Green,https://en.wikipedia.org/wiki/William_Oxley_Thompson,63.4,true,seq=11.4; last-mismatch:-4; human:+40; state(Ohio):+10,true,"William Oxley Thompson was an American academic administrator born on January 5, 1855, in Cambria, Wisconsin. He served as the president of The Ohio State University from 1926 to 1938, significantly expanding the university's campus and academic programs. Thompson was a Presbyterian minister and educator who held several leadership positions in higher education throughout his career. He died on December 13, 1935, in Columbus, Ohio, leaving a legacy of institutional growth and educational reform.","['Miami University', 'Bachelor of Arts', 'Lane Theological Seminary', 'Bachelor of Divinity', 'University of Chicago', 'Doctor of Divinity']",1855-01-05,1935-12-13,"Cambria, Wisconsin, United States","Columbus, Ohio, United States",male,no,no,no,no,,,,,,,,,,
Ohio,Korean War Veterans' Memorial Highway,U.S. Route 36,That portion of the road known as United States route thirty-six commencing at the boundary of Coshocton and Tuscarawas counties and extending to interstate seventy-seven.,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Sergeant Jeremy D. Barnett Memorial Highway,State Route 800,"The road known as state route number eight hundred, located within the municipal corporation of Mineral City in Tuscarawas county only, shall be known as the ""Sergeant Jeremy D. Barnett Memorial Highway.""",,,Jeremy D. Barnett,,14.9,false,seq=12.9; last-mismatch:-4; human:+40; mil-missing:-50; state(Ohio):+10,,,,,,,,,,,,,,,,,,,,,,
Ohio,Sgt. James L. Smith Memorial Highway,State Route 416,"That portion of the road known as state route number four hundred sixteen, commencing at the southern boundary of the municipal corporation of New Philadelphia and proceeding in a southerly direction to the northern boundary of the municipal corporation of Tuscarawas in Tuscarawas county only, shall be known as the ""Sgt. James L. Smith Memorial Highway.""",,,Sgt. James L. Smith,,39.0,false,seq=10.0; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Bill Hinig Memorial Highway,U.S. Route 250,"The portion of the road known as United States route two hundred fifty, commencing at interstate route seventy-seven and extending in a southeasterly direction through the municipal corporation of Uhrichsville, shall be known as the ""Bill Hinig Memorial Highway.""",,,Bill Hinig,,15.0,false,seq=3.2; last-mismatch:-4; state(Ohio):+10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Roberty E. Turney Memorial Highway,U.S. Route 36,"The portion of USR 36, between CR 62 and CR 416, in Tuscarawas County",,,Roberty E. Turney,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Ohio,Forty-second Rainbow Division Memorial Highway,State Route 42,"The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,Forty-second Rainbow Division,,35.0,false,seq=5.6; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,Wright Brothers Memorial Highway,State Route 4,"The road known as state route number four of this state, running in a northeasterly and southwesterly direction, commencing at the city of Cincinnati in Wyoming, Hamilton county, and extending through the counties of Butler, Montgomery, Greene, Clark, Champaign, Union, Delaware, Marion, Crawford, Seneca, Huron, and Erie to the city of Sandusky, and through the municipal corporations of Hamilton, Middletown, Dayton, Springfield, Mechanicsburg, Marysville, Marion, and Bucyrus, shall be known as ""Wright Brothers Memorial Highway.""",,,Wright Brothers,https://en.wikipedia.org/wiki/Katharine_Wright_Haskell,58.2,true,seq=9.2; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named after the Wright Brothers (aviation pioneers), not Katharine Wright Haskell. While Katharine was their sister and supporter, the memorial highway in Ohio is explicitly for the Wright Brothers, who are directly associated with Ohio and aviation history.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Marine Corps League memorial highway,U.S. Route 33,"That portion of the road known as United States route thirty-three beginning in Willshire, Ohio, and running in a southeasterly and northwesterly direction through the counties of Van Wert, Mercer, Auglaize, Logan, Union, Franklin, Fairfield, Hocking, Athens, and Meigs to the West Virginia border shall be known as the ""Marine Corps League Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Johnny Appleseed Highway,State Route 31,"The road known as United States route number sixty-eight, running in a north and south direction commencing in the municipal corporation of Toledo in Lucas county and extending through the counties of Wood, Hancock, and Hardin to the point of junction with state route number thirty-one in the municipal corporation of Kenton in Hardin county, through the municipal corporations of Toledo, Perrysburg, Bowling Green, Portage, Van Buren, Findlay, Arlington, Dunkirk, and Kenton; and the road known as state route number thirty-one running in a north and south direction commencing at the point of junction with United States route number sixty-eight in the municipal corporation of Kenton in Hardin county and extending through the counties of Hardin and Union to the point of junction with United States route number thirty-six in the municipal corporation of Marysville in Union county through the municipal corporations of Kenton, Mount Victory, and Marysville, shall both be known as ""Johnny Appleseed Highway.""",,,Johnny Appleseed,https://en.wikipedia.org/wiki/Johnny_Appleseed,75.0,true,seq=20.0; human:+40; state(Ohio):+10; us:+5,true,"Johnny Appleseed, born John Chapman, was an American pioneer and nurseryman who introduced apple trees to large parts of the United States. He was born in Massachusetts in 1774 and died in Fort Wayne, Indiana, in 1845. His work helped establish apple orchards and provided a source of food and cider for settlers. He is remembered as a legendary figure and a symbol of American frontier spirit.",[],1774-01-01,1845-01-01,"Leominster, Massachusetts, United States","Fort Wayne, Indiana, United States",male,no,no,no,no,,,,,,,,,,
Ohio,Van Wert County Veteran's Memorial Highway,U.S. Route 30,The eastbound and westbound lanes of U.S. Route 30 in Van Wert County,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Marine Corps League memorial highway,U.S. Route 33,"That portion of the road known as United States route thirty-three beginning in Willshire, Ohio, and running in a southeasterly and northwesterly direction through the counties of Van Wert, Mercer, Auglaize, Logan, Union, Franklin, Fairfield, Hocking, Athens, and Meigs to the West Virginia border shall be known as the ""Marine Corps League Memorial Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Ryan Seitz Memorial Highway,U.S. Route 50,"In addition to the name prescribed by section 5533.10 of the Revised Code, that portion of the highway known as United States route number fifty, located within Vinton county only, shall be known as the ""Ryan Seitz Memorial Highway.""",,,Ryan Seitz,https://en.wikipedia.org/wiki/JD_Vance,55.7,true,seq=6.7; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The highway is named 'Ryan Seitz Memorial Highway' after Ryan Seitz, not JD Vance. The Wikipedia article provided is for JD Vance, a U.S. Senator from Ohio, which does not match the name or the likely honoree of the memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
