id,state,highway_name,route_no,from_location,to_location,county,person_name,tier,normalized_routes,parsed_from,parsed_to,parsed_county,from_lat,from_lon,from_geocode_source,to_lat,to_lon,to_geocode_source,centroid_lat,centroid_lon,centroid_source,status,confidence,path_length_miles,path_source,error_notes
2311,Ohio,Patrolman William J. Keller Memorial Highway,Interstate 76,I-76 between Lakewood Rd and Industry Rd,,,Patrolman William J. Keller,2,"[{""type"": ""interstate"", ""ref"": ""I 76""}]",I-76 between Lakewood Rd and Industry Rd,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'I-76 between Lakewood Rd and Industry Rd': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2312,Ohio,The Luke 'Doc' Emch and Matt 'Doc' Conte Corpsmen Memorial Highway,Interstate Route 76,"In addition to the designation in section 5533.09 of the Revised Code, that portion of the road known as interstate route seventy-six, running in an easterly and westerly direction, within Brimfield township, in Portage county, shall be known as ""The Luke 'Doc' Emch and Matt 'Doc' Conte Corpsmen Memorial Highway.""",,,,3,"[{""type"": ""state_route"", ""ref"": ""SR 76""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2313,Ohio,Gold Star Mothers' Memorial Highway,Ohio Route 82,"The road known as Ohio route number eighty-two, running in an easterly and westerly direction through the counties of Lorain, Cuyahoga, Summit, Portage, and Trumbull and through the municipal corporations of Broadview Heights, Brecksville, Aurora, and Warren shall be known as the ""Gold Star Mothers' Memorial Highway.""",,,,2,[],"The road known as Ohio route number eighty-two, running in an easterly and westerly direction through the counties of Lorain, Cuyahoga, Summit, Portage, and Trumbull and through the municipal corporations of Broadview Heights, Brecksville, Aurora, and Warren shall be known as the ""Gold Star Mothers' Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as Ohio route number eighty-two, running in an easterly and westerly direction through the counties of Lorain, Cuyahoga, Summit, Portage, and Trumbull and through the municipal corporations of Broadview Heights, Brecksville, Aurora, and Warren shall be known as the ""Gold Star Mothers' Memorial Highway.""': no result | phase3: osm_name: no result | osrm: no result or missing endpoints"
2314,Ohio,Sgt. Jeremy Murray Memorial Highway,State Route 44,"That portion of the road known as state route forty-four, running in a northerly and southerly direction between county road eighteen in the municipal corporation of Rootstown and Waterloo road in the municipal corporation of Randolph, shall be known as the ""Sgt. Jeremy Murray Memorial Highway.""",,,Sgt. Jeremy Murray,3,"[{""type"": ""state_route"", ""ref"": ""SR 44""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2315,Ohio,"CPL Benjamin C. Dillon, RLTW, Memorial Highway",Interstate Route 76,The eastbound and westbound lanes of I-76 between mile marker number 44 and mile marker number 45 in Portage County,,,"Benjamin C. Dillon, RLTW",2,"[{""type"": ""state_route"", ""ref"": ""SR 76""}]",The eastbound and westbound lanes of I-76 between mile marker number 44 and mile marker number 45 in Portage County,,,41.0991178,-81.3842002,photon_retry,,,,41.0991178,-81.3842002,from_point,centroid_found,medium,,,phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2316,Ohio,Putnam County Veterans Memorial Highway,U.S. Route 224,"The eastbound and westbound lanes of USR 224, in Putnam County",,,,2,"[{""type"": ""us_route"", ""ref"": ""US 224""}]","The eastbound and westbound lanes of USR 224, in Putnam County",,,41.0677672,-84.1686932,photon_retry,,,,41.0677672,-84.1686932,from_point,centroid_found,medium,,,phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2317,Ohio,"PFC Richard ""Rick"" Wesley McFarland Memorial Highway",State Route 39,SR 39 between Mansfield Lucas Rd and Smart Rd,,,,2,"[{""type"": ""state_route"", ""ref"": ""SR 39""}]",SR 39 between Mansfield Lucas Rd and Smart Rd,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'SR 39 between Mansfield Lucas Rd and Smart Rd': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2318,Ohio,Firefighter Charles D. Swank Memorial Highway,U.S. Route 97,SR 97  between the municipal corporations of Bellville and Butler,,,Firefighter Charles D. Swank,2,"[{""type"": ""us_route"", ""ref"": ""US 97""}]",SR 97  between the municipal corporations of Bellville and Butler,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'SR 97  between the municipal corporations of Bellville and Butler': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2319,Ohio,"SM1 Corenlius Anthony McCafferty, Jr. Memorial Highway",State Route 39,"The portion of SR 39, between SR 430 and I-71, in Richland County",,,McCafferty,2,"[{""type"": ""state_route"", ""ref"": ""SR 39""}]","The portion of SR 39, between SR 430 and I-71, in Richland County",,,40.6926394,-82.5108457,photon_retry,,,,40.6926394,-82.5108457,from_point,centroid_found,medium,,,phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2320,Ohio,Forty-second Rainbow Division Memorial Highway,State Route 42,"The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,Forty-second Rainbow Division,2,"[{""type"": ""state_route"", ""ref"": ""SR 42""}]","The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2321,Ohio,PFC Steven D. Smith Memorial Highway,State Route 13,The northbound and southbound lanes of State Route 13 between the northern border of Bellville and the southern border of Mansfield in Richland County,,,PFC Steven D. Smith,2,"[{""type"": ""state_route"", ""ref"": ""SR 13""}]",The northbound and southbound lanes of State Route 13 between the northern border of Bellville and the southern border of Mansfield in Richland County,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'The northbound and southbound lanes of State Route 13 between the northern border of Bellville and the southern border of Mansfield in Richland County': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2322,Ohio,United Spanish War Veterans Memorial Highway / Scioto Trail,U.S. Route 23,"The road known as United States route number twenty-three, running north and south across the state through the counties of Lucas, Wood, Seneca, Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto and through the municipal corporations of Toledo, Perrysburg, Fostoria, Upper Sandusky, Marion, Delaware, Columbus, Circleville, Chillicothe, Waverly, and Portsmouth shall be known as the ""United Spanish War Veterans memorial highway.""  That portion of United States route number twenty-three running through Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto counties shall also be known as the ""Scioto Trail.""",,,,3,"[{""type"": ""us_route"", ""ref"": ""US 23""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2323,Ohio,George Washington Highway,U.S. Route 50,"The highway known as United States route number fifty and alternate fifty, extending across the entire southern portion of the state through the counties of Washington, Athens, Vinton, Ross, Highland, Brown, Clermont, and Hamilton, and through the municipal corporations of Marietta, Belpre, Athens, Chillicothe, Hillsboro, and Cincinnati shall be known as the ""George Washington Highway.""",,,George Washington,2,"[{""type"": ""us_route"", ""ref"": ""US 50""}]","The highway known as United States route number fifty and alternate fifty, extending across the entire southern portion of the state through the counties of Washington, Athens, Vinton, Ross, Highland, Brown, Clermont, and Hamilton, and through the municipal corporations of Marietta, Belpre, Athens, Chillicothe, Hillsboro, and Cincinnati shall be known as the ""George Washington Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The highway known as United States route number fifty and alternate fifty, extending across the entire southern portion of the state through the counties of Washington, Athens, Vinton, Ross, Highland, Brown, Clermont, and Hamilton, and through the municipal corporations of Marietta, Belpre, Athens, Chillicothe, Hillsboro, and Cincinnati shall be known as the ""George Washington Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2324,Ohio,General Duncan McArthur Highway,State Route 28,"The road known as state route number twenty-eight, running in a northeasterly and southwesterly direction, commencing at the village of Milford in Hamilton and Clermont counties and extending through the counties of Clermont, Warren, Clinton, Highland, and Ross to a point of junction with United States route number fifty, and through the municipal corporations of Blanchester, Martinsville, New Vienna, Highland, Leesburg, and Greenfield shall be known as ""General Duncan McArthur highway.""",,,Duncan McArthur,3,"[{""type"": ""state_route"", ""ref"": ""SR 28""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2325,Ohio,Old Zane Trace Memorial Highway,State Route 41,"The road known as state route number forty-one, running in a northeasterly and southwesterly direction, commencing at the village of Aberdeen, in Brown county, as the junction of United States route number fifty-two, and extending through the counties of Adams, Highland, and Pike to the junction of state route number forty-one with state route number fifty, at the west junction thereof, in Ross county, shall be known as the ""Old Zane Trace Memorial Highway.""",,,Old Zane Trace,3,"[{""type"": ""state_route"", ""ref"": ""SR 41""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2326,Ohio,Camp Sherman Memorial Highway,State Route 104,"The road known as state route number one hundred four running in a north and south direction, commencing at the junction of state route number thirty-five in Ross county and extending to the junction of state route number one hundred four with state route number two hundred seven in Ross county, shall be known as ""Camp Sherman Memorial Highway.""",,,Camp Sherman,3,"[{""type"": ""state_route"", ""ref"": ""SR 104""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2327,Ohio,Staff Sergeant Joshua Gire Memorial Highway,State Route 772,"That portion of the road known as state route number seven hundred seventy-two, commencing at the boundary of Pike county and Ross county and proceeding in a northerly direction to the boundary of Chillicothe in Ross county, shall be known as the ""Staff Sergeant Joshua Gire Memorial Highway.""",,,Joshua Gire,3,"[{""type"": ""state_route"", ""ref"": ""SR 772""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2328,Ohio,SGT Michael Keith Hamner Memorial Highway,US Route 23,"The northbound and southbound lanes of United States route number twenty-three between mile marker six and mile marker eight, within Ross county, shall be known as the ""SGT Michael Keith Hamner Memorial Highway.""",,,SGT Michael Keith Hamner,2,"[{""type"": ""us_route"", ""ref"": ""US 23""}]","The northbound and southbound lanes of United States route number twenty-three between mile marker six and mile marker eight, within Ross county, shall be known as the ""SGT Michael Keith Hamner Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The northbound and southbound lanes of United States route number twenty-three between mile marker six and mile marker eight, within Ross county, shall be known as the ""SGT Michael Keith Hamner Memorial Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2329,Ohio,The Grand Army of the Republic Highway,U.S. Route 6,"The road known as United States route number six, extending across the northern portion of the state through the counties of Williams, Henry, Wood, Sandusky, Erie, Lorain, Cuyahoga, Lake, Geauga, and Ashtabula and through the municipal corporations of Bryan, Napoleon, Bowling Green, Fremont, Sandusky, Lorain, Cleveland, and Chardon shall be known as ""the Grand Army of the Republic highway.""",,,,2,"[{""type"": ""us_route"", ""ref"": ""US 6""}]","The road known as United States route number six, extending across the northern portion of the state through the counties of Williams, Henry, Wood, Sandusky, Erie, Lorain, Cuyahoga, Lake, Geauga, and Ashtabula and through the municipal corporations of Bryan, Napoleon, Bowling Green, Fremont, Sandusky, Lorain, Cleveland, and Chardon shall be known as ""the Grand Army of the Republic highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as United States route number six, extending across the northern portion of the state through the counties of Williams, Henry, Wood, Sandusky, Erie, Lorain, Cuyahoga, Lake, Geauga, and Ashtabula and through the municipal corporations of Bryan, Napoleon, Bowling Green, Fremont, Sandusky, Lorain, Cleveland, and Chardon shall be known as ""the Grand Army of the Republic highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2330,Ohio,General McPherson Highway,U.S. Route 20,"The road known as United States route number twenty, extending across the northern portion of the state through the counties of Williams, Fulton, Lucas, Wood, Sandusky, Huron, Lorain, Cuyahoga, Lake, and Ashtabula and through and municipal corporations of Fremont, Norwalk, Elyria, Cleveland, Painesville, and Ashtabula shall be known as the ""General McPherson highway.""",,,,2,"[{""type"": ""us_route"", ""ref"": ""US 20""}]","The road known as United States route number twenty, extending across the northern portion of the state through the counties of Williams, Fulton, Lucas, Wood, Sandusky, Huron, Lorain, Cuyahoga, Lake, and Ashtabula and through and municipal corporations of Fremont, Norwalk, Elyria, Cleveland, Painesville, and Ashtabula shall be known as the ""General McPherson highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as United States route number twenty, extending across the northern portion of the state through the counties of Williams, Fulton, Lucas, Wood, Sandusky, Huron, Lorain, Cuyahoga, Lake, and Ashtabula and through and municipal corporations of Fremont, Norwalk, Elyria, Cleveland, Painesville, and Ashtabula shall be known as the ""General McPherson highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2331,Ohio,Lance Corporal Jeremy S. Shock Memorial Highway,State Route 19,"That portion of the road known as state route number nineteen, running in a northerly and southerly direction through the village of Green Springs within Sandusky and Seneca counties, shall be known as the ""Lance Corporal Jeremy S. Shock Memorial Highway.""",,,Lance Corporal Jeremy S. Shock,3,"[{""type"": ""state_route"", ""ref"": ""SR 19""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2332,Ohio,Teresa Miller-Martin 9/11 Memorial Highway,State Route 19,"The portion of SR 19, running in a northerly and southerly direction, between Link Road and I-90, in Sandusky County",,,,2,"[{""type"": ""state_route"", ""ref"": ""SR 19""}]","The portion of SR 19, running in a northerly and southerly direction, between Link Road and I-90, in Sandusky County",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The portion of SR 19, running in a northerly and southerly direction, between Link Road and I-90, in Sandusky County': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2333,Ohio,The Atlantic and Pacific Highway,State Highway 7,"The road known as state highway number seven, extending along the Ohio river between Cincinnati, Ohio, and Gallipolis, Ohio, and through the counties of Hamilton, Clermont, Brown, Adams, Scioto, Lawrence, and Gallia and through the municipal corporations of Cincinnati, New Richmond, Neville, Higginsport, Ripley, Aberdeen, Manchester, Portsmouth, Ironton, Protorville, and Gallipolis is designated as ""the Atlantic and Pacific highway."" In Rome township, Lawrence county, the said Atlantic and Pacific highway shall follow state highway number five hundred and nine instead of number seven.",,,,3,"[{""type"": ""state_route"", ""ref"": ""SR 7""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2334,Ohio,Branch Rickey Memorial Highway,U.S. Route 23,"In addition to the designations of the road known as United States route twenty-three in section 5533.05 of the Revised Code, the portion of that road running in a north and south direction, commencing at the boundary of Franklin and Delaware counties and extending to the municipal corporation of Delaware, and also the portion of that road located in Scioto county, from mile marker number three to mile marker number ten, shall be known as the ""Branch Rickey Memorial Highway.""",,,Branch Rickey,3,"[{""type"": ""us_route"", ""ref"": ""US 23""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2335,Ohio,United Spanish War Veterans Memorial Highway / Scioto Trail,U.S. Route 23,"The road known as United States route number twenty-three, running north and south across the state through the counties of Lucas, Wood, Seneca, Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto and through the municipal corporations of Toledo, Perrysburg, Fostoria, Upper Sandusky, Marion, Delaware, Columbus, Circleville, Chillicothe, Waverly, and Portsmouth shall be known as the ""United Spanish War Veterans memorial highway.""  That portion of United States route number twenty-three running through Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto counties shall also be known as the ""Scioto Trail.""",,,,3,"[{""type"": ""us_route"", ""ref"": ""US 23""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2336,Ohio,U.S.M.C. LCpl Jonatahn Etterling Memorial Highway,U.S. Route 52,"In addition to the designation of the road known as United States route number fifty-two in section 5533.46 of the Revised Code, that portion of United States route number fifty-two located in Scioto county from mile marker number twenty-six to mile marker number thirty-one, also shall be known as the ""U.S.M.C. LCpl Jonathan Etterling Memorial Highway.""",,,U.S.M.C. LCpl Jonatahn Etterling,3,"[{""type"": ""us_route"", ""ref"": ""US 52""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2337,Ohio,United Spanish War Veterans Memorial Highway,U.S. Route 23,"The road known as United States route number twenty-three, running north and south across the state through the counties of Lucas, Wood, Seneca, Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto and through the municipal corporations of Toledo, Perrysburg, Fostoria, Upper Sandusky, Marion, Delaware, Columbus, Circleville, Chillicothe, Waverly, and Portsmouth shall be known as the ""United Spanish War Veterans memorial highway.""  That portion of United States route number twenty-three running through Wyandot, Marion, Delaware, Franklin, Pickaway, Ross, Pike, and Scioto counties shall also be known as the ""Scioto Trail.""",,,,3,"[{""type"": ""us_route"", ""ref"": ""US 23""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2338,Ohio,Wright Brothers Memorial Highway,State Route 4,"The road known as state route number four of this state, running in a northeasterly and southwesterly direction, commencing at the city of Cincinnati in Wyoming, Hamilton county, and extending through the counties of Butler, Montgomery, Greene, Clark, Champaign, Union, Delaware, Marion, Crawford, Seneca, Huron, and Erie to the city of Sandusky, and through the municipal corporations of Hamilton, Middletown, Dayton, Springfield, Mechanicsburg, Marysville, Marion, and Bucyrus, shall be known as ""Wright Brothers Memorial Highway.""",,,Wright Brothers,3,"[{""type"": ""state_route"", ""ref"": ""SR 4""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2339,Ohio,Lance Corporal Jeremy S. Shock Memorial Highway,State Route 19,"That portion of the road known as state route number nineteen, running in a northerly and southerly direction through the village of Green Springs within Sandusky and Seneca counties, shall be known as the ""Lance Corporal Jeremy S. Shock Memorial Highway.""",,,Lance Corporal Jeremy S. Shock,3,"[{""type"": ""state_route"", ""ref"": ""SR 19""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2340,Ohio,American Legion Memorial Highway,Interstate Route 75,"The road known as interstate route seventy-five, running in a southerly direction from the city of Toledo, Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery and Warren to the city of Cincinnati, Hamilton county, shall be known as the ""American Legion Memorial Highway.""",,,American Legion,2,"[{""type"": ""state_route"", ""ref"": ""SR 75""}]","The road known as interstate route seventy-five, running in a southerly direction from the city of Toledo, Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery and Warren to the city of Cincinnati, Hamilton county, shall be known as the ""American Legion Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as interstate route seventy-five, running in a southerly direction from the city of Toledo, Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery and Warren to the city of Cincinnati, Hamilton county, shall be known as the ""American Legion Memorial Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2341,Ohio,Pearl Harbor Memorial Highway,Interstate Route 75,"In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""",,,Pearl Harbor,2,"[{""type"": ""state_route"", ""ref"": ""SR 75""}]","In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2342,Ohio,U.S.A.F. Pararescue Memorial Parkway,State Route 48,"The road known as state route number forty-eight, running in a northerly and southerly direction, commencing in Shelby county and continuing through the counties of Miami, Montgomery, and Warren and ending in Clermont county, shall be known as the ""U.S.A.F. pararescue memorial parkway.""",,,,2,"[{""type"": ""state_route"", ""ref"": ""SR 48""}]","The road known as state route number forty-eight, running in a northerly and southerly direction, commencing in Shelby county and continuing through the counties of Miami, Montgomery, and Warren and ending in Clermont county, shall be known as the ""U.S.A.F. pararescue memorial parkway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The road known as state route number forty-eight, running in a northerly and southerly direction, commencing in Shelby county and continuing through the counties of Miami, Montgomery, and Warren and ending in Clermont county, shall be known as the ""U.S.A.F. pararescue memorial parkway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2343,Ohio,SFC Charles Gregory Huston Memorial Highway,State Route 66,"The northbound and southbound lanes of state route number sixty-six between Houston road and Roeth road, in Shelby county, shall be known as the ""SFC Charles Gregory Huston Memorial Highway.""",,,SFC Charles Gregory Huston,2,"[{""type"": ""state_route"", ""ref"": ""SR 66""}]","The northbound and southbound lanes of state route number sixty-six between Houston road and Roeth road, in Shelby county, shall be known as the ""SFC Charles Gregory Huston Memorial Highway.""",,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,"phase2: from 'The northbound and southbound lanes of state route number sixty-six between Houston road and Roeth road, in Shelby county, shall be known as the ""SFC Charles Gregory Huston Memorial Highway.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
2344,Ohio,Patrolman James P. Gardner Memorial Highway,U.S. Route 62,US 62 from Western Ave to South Mahoning Ave,,,Patrolman James P. Gardner,2,"[{""type"": ""us_route"", ""ref"": ""US 62""}]",US 62 from Western Ave to South Mahoning Ave,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'US 62 from Western Ave to South Mahoning Ave': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2345,Ohio,Patrolman Sean VanDenberg Memorial Highway,State Route 236,SR 236 between SR 93 in Summit county and Lafayette Drive in Stark County,,,Patrolman Sean VanDenberg,2,"[{""type"": ""state_route"", ""ref"": ""SR 236""}]",SR 236 between SR 93 in Summit county and Lafayette Drive in Stark County,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase2: from 'SR 236 between SR 93 in Summit county and Lafayette Drive in Stark County': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2346,Ohio,Sgt. Cory M. Endlich Corridor,State Route 172,"The eastbound and westbound lanes of SR 172, between 17th Street NW and 32nd Street NW, in Stark County",,,,2,"[{""type"": ""state_route"", ""ref"": ""SR 172""}]","The eastbound and westbound lanes of SR 172, between 17th Street NW and 32nd Street NW, in Stark County",,,40.8204233,-81.3910486,photon_retry,,,,40.8204233,-81.3910486,from_point,centroid_found,medium,,,phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2347,Ohio,"PFC Burt ""Rusty"" Miller Memorial Highway",State Route 93,"That portion of the road known as state route number ninety-three, running in a northerly and southerly direction in the municipal corporation of New Franklin only, shall be known as the ""PFC Burt ""Rusty"" Miller Memorial Highway.""",,,,3,"[{""type"": ""state_route"", ""ref"": ""SR 93""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2348,Ohio,First Lt. Ashley White-Stumpf Memorial Highway,State Route 44,"That portion of the road known as state route number forty-four, running in a northerly and southerly direction and located within Marlboro township in Stark county only, shall be known as the ""First Lt. Ashley White-Stumpf Memorial Highway.""",,,First Lt. Ashley White-Stumpf,3,"[{""type"": ""state_route"", ""ref"": ""SR 44""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
2349,Ohio,Lance Corporal Daniel McVicker Memorial Highway,U.S. Route 62,"That portion of the road known as United States route sixty-two, commencing at the western boundary of the municipal corporation of Alliance and extending in an easterly direction to the Highland Memorial Park Cemetery in the municipal corporation of Beloit, shall be known as the ""Lance Corporal Daniel McVicker Memorial Highway.""",,,Lance Corporal Daniel McVicker,3,"[{""type"": ""us_route"", ""ref"": ""US 62""}]",,,,,,,,,,40.388783,-82.764915,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
